"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"grade";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"goal";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"future";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"foster";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"food";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000373483961365019;0,00253245036899536;0,000432479186939129;1,28932109165048;0,00071893129089622
"fear";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"favor";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"fashion";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"expansion";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"exist";-1,14743192637673;-1,51869624148287;-0,602823906594118;-0,797874261797313;0,469302987419614;0,530697012580386;0,000711752635781503;0,00124685818677381;0,000540598983673911;1,0021641612395;0,000542941402353156
"engage";-0,272570719005353;0,906162204394816;-0,288047861709882;0,957616013527533;0,122934354362934;0,877065645637069;4,01636916742864e-05;0,000443902011392406;0,000540598983673911;0,46513729716691;0,000116960052554729
"encourage";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"emotional";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032637;0,995270394933594;0,00472960506640484;0,00373073258838871;2,74645549255276e-05;0,000540598983673911;1,5755329945347;0,00134193113680802
"educate";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"dossier";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023311;0,263158052360047;0,736841947639954;0,000624812601710809;0,00271020480813057;0,000432479186939129;1,40191779971328;0,000849983140729996
"diversity";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000466854951706274;0,0031655629612442;0,000540598983673911;1,28932109165048;0,000898664113620275
"disadvantage";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"direct";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"desire";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"degree";0,712514970190383;-1,36436463639783;0,462909425520817;-0,886405586491865;0,297009907181197;0,702990092818805;0,000219559988212954;0,000805056054082817;0,000432479186939129;0,782252793862125;0,000264642419074538
"definition";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"define";-0,327105072648909;-0,0784735472067131;-0,972408662888262;-0,233283930736478;0,964179213132852;0,0358207868671466;5,78428633109785e-05;3,32906130998174e-06;0,000540598983673911;0,199318217429149;2,1476782246261e-05
"curriculum";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023311;0,263158052360047;0,736841947639954;0,000624812601710809;0,00271020480813057;0,000432479186939129;1,40191779971328;0,000849983140729996
"contrast";-1,03836321908962;0,450575261720191;-0,91735636470537;0,398066954336264;0,891626208479121;0,108373791520879;0,000582872837473329;0,000109751360403405;0,000540598983673911;0,657955438156257;0,000234028196885821
"contextual";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"consideration";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"conceptual";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"complex";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"comparison";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"childhood";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"birth";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"bibliography";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"belo";0,493221781078917;1,36174914706944;0,340547709238884;0,940227237284768;0,168902765537959;0,831097234462042;0,000131510285074418;0,00100246553116248;0,000540598983673911;0,718062859750953;0,000278740550629104
"belief";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"background";1,14994557387607;-0,151935413458992;0,991384263208287;-0,130985658233875;0,988856995919932;0,0111430040800665;0,000714874485283368;1,2479386886666e-05;0,000540598983673911;0,691909252614386;0,000258805499974807
"attribute";-0,244725654914954;-1,93384831474112;-0,125547229599613;-0,992087643880248;0,0242083906260642;0,975791609373938;2,59014579623973e-05;0,00161737238811852;0,000432479186939129;0,9410986223307;0,000383032378398851
"assumption";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"artistic";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000466854951706274;0,0031655629612442;0,000540598983673911;1,28932109165048;0,000898664113620275
"apc";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"ancestry";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"advance";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"adult";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"adjust";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032637;0,995270394933594;0,00472960506640484;0,00373073258838871;2,74645549255276e-05;0,000540598983673911;1,5755329945347;0,00134193113680802
"achieve";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"1990s";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"western";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"visual";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"vision";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"vary";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"valid";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"unequal";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"undergraduate";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"transvestite";-0,0402218287516181;1,75853575376462;-0,0228663602023456;0,999738530602425;0,000809774412967981;0,999190225587035;6,99662885987455e-07;0,00133741939551022;0,000432479186939129;0,845704000864092;0,000309315712867351
"today";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"technology";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000373483961365019;0,00253245036899536;0,000432479186939129;1,28932109165048;0,00071893129089622
"superior";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"subordination";-1,0656303959114;-0,0417426140805738;-0,999233668554407;-0,0391417376632812;0,999010487054709;0,000989512945290494;0,000491109586199714;7,53571555964846e-07;0,000432479186939129;0,637911121263715;0,00017598901443699
"strengthen";-0,176557712860509;-0,703053625239204;-0,243566801258698;-0,969884123658391;0,0890036420301352;0,910996357969867;1,34815119344941e-05;0,000213767715412255;0,000432479186939129;0,354096311302976;5,42260558669583e-05
"sphere";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"speak";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"situate";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"series";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"select";-0,0402218287516181;1,75853575376462;-0,0228663602023456;0,999738530602425;0,000809774412967981;0,999190225587035;6,99662885987455e-07;0,00133741939551022;0,000432479186939129;0,845704000864092;0,000309315712867351
"segment";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"sectional";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"resident";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"require";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"reproduce";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"relative";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"regard";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"recognize";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"range";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"quantitative";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"psychological";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"proposition";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"privilege";-0,244725654914954;-1,93384831474112;-0,125547229599613;-0,992087643880248;0,0242083906260642;0,975791609373938;2,59014579623973e-05;0,00161737238811852;0,000432479186939129;0,9410986223307;0,000383032378398851
"previous";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"prevalence";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"prepare";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"precariousness";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"precarious";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"plan";-0,244725654914954;-1,93384831474112;-0,125547229599613;-0,992087643880248;0,0242083906260642;0,975791609373938;2,59014579623973e-05;0,00161737238811852;0,000432479186939129;0,9410986223307;0,000383032378398851
"photograph";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"peripheral";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"periodical";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"pccs";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"path";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"oral";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"neighborhood";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"multiple";0,712514970190383;-1,36436463639783;0,462909425520817;-0,886405586491865;0,297009907181197;0,702990092818805;0,000219559988212954;0,000805056054082817;0,000432479186939129;0,782252793862125;0,000264642419074538
"mulata";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"modernization";-0,0402218287516181;1,75853575376462;-0,0228663602023456;0,999738530602425;0,000809774412967981;0,999190225587035;6,99662885987455e-07;0,00133741939551022;0,000432479186939129;0,845704000864092;0,000309315712867351
"medicine";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"matrix";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"maintain";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"logistic";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"list";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023311;0,263158052360047;0,736841947639954;0,000624812601710809;0,00271020480813057;0,000432479186939129;1,40191779971328;0,000849983140729996
"land";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"justice";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"item";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"interlocutor";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"interaction";0,256135732265346;1,53809875004508;0,164265415140227;0,986416176564846;0,0411906652553851;0,958809334744617;2,12797643020126e-05;0,000767352502397089;0,000324359390204346;0,755108507755792;0,000184946110439565
"insertion";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"insert";-0,0402218287516181;1,75853575376462;-0,0228663602023456;0,999738530602425;0,000809774412967981;0,999190225587035;6,99662885987455e-07;0,00133741939551022;0,000432479186939129;0,845704000864092;0,000309315712867351
"initiative";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"indirect";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"indigenous";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"index";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"inclusion";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666566;0,039026234333432;0,00130625071755896;8,21800329827485e-05;0,000432479186939129;1,06075111445799;0,000486622522142448
"imaginary";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"homosexual";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"historiographical";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"hide";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000373483961365019;0,00253245036899536;0,000432479186939129;1,28932109165048;0,00071893129089622
"hetero";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"genocide";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"function";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023311;0,263158052360047;0,736841947639954;0,000624812601710809;0,00271020480813057;0,000432479186939129;1,40191779971328;0,000849983140729996
"foundation";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"fortaleza";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"formal";-0,176557712860509;-0,703053625239204;-0,243566801258698;-0,969884123658391;0,0890036420301352;0,910996357969867;1,34815119344941e-05;0,000213767715412255;0,000432479186939129;0,354096311302976;5,42260558669583e-05
"finding";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"fight";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"extent";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"expose";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"expectation";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"european";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"equitable";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"epidemiological";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"ensure";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"elementary";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00298458607071097;2,19716439404221e-05;0,000432479186939129;1,5755329945347;0,00107354490944641
"elaboration";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"elaborate";-0,929294511802511;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000280112971023765;0,00189933777674652;0,000324359390204346;1,28932109165048;0,000539198468172165
"efficacy";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"dose";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"domestic";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"distribute";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"death";1,4415659763332;0,656350735166903;0,910106236490564;0,414374997195754;0,881977272741803;0,118022727258195;0,000674055291638501;0,000139732821133355;0,000324359390204346;0,918426537608066;0,000273599515077113
"day";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
