"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"map";-1,14743192637673;-1,51869624148287;-0,602823906594118;-0,797874261797313;0,469302987419614;0,530697012580386;0,000711752635781503;0,00124685818677381;0,000540598983673911;1,0021641612395;0,000542941402353156
"journal";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"investigation";-0,655178025413177;-0,987795464410844;-0,55274070809595;-0,833353292195805;0,405300320746966;0,594699679253033;0,000371290513555463;0,000843974379509686;0,000864958373878257;0,615757126115762;0,000327954882354713
"intersectional";-1,05048196434375;0,231767316919851;-0,976515295172841;0,215448087235647;0,969535350825515;0,0304646491744849;0,00107380378599886;5,22699538036588e-05;0,000973078170613039;0,638330173174815;0,000396495695736675
"general";-0,621094054385955;-0,372398119659889;-0,857650251782845;-0,514233454392869;0,811646926729075;0,188353073270924;0,000333664460498288;0,000119952738264652;0,000864958373878257;0,412489022348009;0,000147170239859545
"face";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,00101275800265424;0,000590181125576967;0,000973078170613039;0,716067115620074;0,00049894788913959
"explain";-0,176557712860509;-0,703053625239204;-0,243566801258698;-0,969884123658391;0,0890036420301352;0,910996357969866;2,69630238689881e-05;0,00042753543082451;0,000864958373878257;0,354096311302976;0,000108452111733917
"empirical";-0,260195134965176;-0,356064692998931;-0,590007739694383;-0,807397589233907;0,452728597572413;0,547271402427587;6,58788598049425e-05;0,000123368860461002;0,000973078170613039;0,231376264515954;5,20937162971357e-05
"draw";-0,723345967467623;-2,21859015391276;-0,309979020288811;-0,950743397021925;0,14139275832922;0,858607241670781;0,000452571641173464;0,004257448174755;0,000864958373878257;1,15098874992711;0,00114587531837714
"decision";-0,0743057997788408;1,14313840901366;-0,0648646885437902;0,997894068616563;0,00650292934884323;0,993497070651159;4,77573954440322e-06;0,00113029769459383;0,000864958373878257;0,551323865785127;0,000262911021718462
"database";1,57196004431178;-0,1729245181025;0,994003743356775;-0,109346047906265;0,992249027943031;0,00775097205696729;0,00187019230904843;2,26316599337088e-05;0,000756838577143475;0,944212530297985;0,000674749823397347
"daily";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"criminal";0,233894657637715;-1,64910647556947;0,140425768710791;-0,990091209678171;0,0302211220109266;0,969778877989076;4,73190276756093e-05;0,00235229942070725;0,000864958373878257;0,805014323248259;0,00056053459672168
"cohort";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032635;0,995270394933594;0,00472960506640483;0,0052230256237442;3,84503768957385e-05;0,000756838577143475;1,5755329945347;0,00187870359153122
"chance";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00447687910606646;3,2957465910633e-05;0,000648718780408693;1,5755329945347;0,00161031736416962
"brazilians";-0,538112307866764;-0,0679789948849588;-0,992114792672447;-0,125332510389395;0,989803341146758;0,0101966588532408;0,00021915385351323;3,4974598571721e-06;0,000756838577143475;0,323621275492459;7,92642566395893e-05
"articulate";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000746967922730038;0,00506490073799072;0,000864958373878257;1,28932109165048;0,00143786258179244
"argument";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"affect";1,29338719582472;0,766569237026674;0,860257236994669;0,509860261442581;0,815160726215746;0,184839273784254;0,00144694599487368;0,000508274101118527;0,000864958373878257;0,857127700867662;0,00063545714831414
"1930s";-1,0656303959114;-0,0417426140805738;-0,999233668554407;-0,0391417376632812;0,999010487054709;0,000989512945290494;0,000491109586199714;7,53571555964846e-07;0,000432479186939129;0,637911121263715;0,00017598901443699
"writer";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"write";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,00111190284024142;0,00140067137118303;0,000864958373878257;0,913465603202687;0,000721738054478927
"vulnerability";1,73792353735017;0,435913731447359;0,96995404640797;0,243288199172926;0,960973765666567;0,039026234333432;0,00261250143511793;0,000164360065965497;0,000864958373878257;1,06075111445799;0,000973245044284896
"unite";-1,0656303959114;-0,0417426140805737;-0,999233668554407;-0,0391417376632812;0,999010487054708;0,000989512945290491;0,000736664379299571;1,13035733394727e-06;0,000648718780408693;0,637911121263714;0,000263983521655485
"tradition";-1,1240600605295;-1,0967094907965;-0,715761091062604;-0,698345230184091;0,619393522081668;0,380606477918332;0,000956273882337878;0,000910304027508032;0,000756838577143475;0,85456437689122;0,000552704283680436
"topic";-1,09971436693862;-0,65713995883153;-0,858417443514814;-0,512951744971679;0,812681148090041;0,187318851909957;0,00104605616940315;0,000373517505021606;0,000864958373878257;0,729891663891768;0,000460799516504438
"territory";-0,983828865446066;1,43521101332172;-0,565404892437713;0,824813498681671;0,421279947832581;0,57872005216742;0,000523256155522161;0,0011135423574224;0,000540598983673911;0,906927903532568;0,000444652514977824
"start";-1,15652098531733;-1,68280220008312;-0,566393955119012;-0,82413462953855;0,422534170631195;0,577465829368805;0,000867687829697932;0,00183705692157288;0,000648718780408693;1,06453806891636;0,000735154914156452
"south";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;8,8569436388679e-06;3,43851240384743e-06;0,000324359390204346;0,110567531599063;3,96535161982152e-06
"sociology";-1,0072007312933;1,01322426263535;-0,704995537247094;0,709211740217039;0,604866431394539;0,395133568605462;0,000767777402078536;0,000776988198156628;0,000756838577143475;0,774862937227878;0,000454415396305104
"sexual";2,11895468722912;0,152494726665089;0,997420394343284;0,0717813133627988;0,996667868617922;0,00333213138207662;0,00339818172404712;1,76000099064355e-05;0,000756838577143475;1,2699453682979;0,0012205999209892
"regression";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032635;0,995270394933594;0,00472960506640482;0,00596917214142194;4,3943287880844e-05;0,000864958373878257;1,5755329945347;0,00214708981889283
"read";-1,15652098531733;-1,68280220008312;-0,566393955119012;-0,82413462953855;0,422534170631195;0,577465829368805;0,000867687829697932;0,00183705692157288;0,000648718780408693;1,06453806891636;0,000735154914156452
"private";0,780682912244828;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977068;0,018545715022931;0,000527162555494489;1,54316624186654e-05;0,000864958373878257;0,471496239512947;0,000192287775002573
"poverty";0,848850854299274;1,09722474260599;0,61189666248081;0,790937718436063;0,481108370579518;0,518891629420482;0,000311621914950636;0,000520662616839347;0,000432479186939129;0,732231707562957;0,000231879456616094
"phenomenon";0,30206259969216;-0,418311786067563;0,585424996316577;-0,810726571470145;0,446832650791405;0,553167349208596;7,89203711819967e-05;0,000151354525127503;0,000864958373878257;0,270372865100297;6,32297426165365e-05
"participate";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000466854951706274;0,0031655629612442;0,000540598983673911;1,28932109165048;0,000898664113620275
"participant";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"origin";0,848850854299274;1,09722474260599;0,61189666248081;0,790937718436063;0,481108370579518;0,518891629420482;0,000467432872425953;0,00078099392525902;0,000648718780408693;0,732231707562957;0,000347819184924141
"occupation";0,555876977967907;0,58285949465022;0,690158068439929;0,723658649203661;0,584897422631627;0,415102577368372;0,000233862525942603;0,000257117129800775;0,000756838577143475;0,434888007289637;0,000143139047701423
"modernity";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000466854951706274;0,0031655629612442;0,000540598983673911;1,28932109165048;0,000898664113620275
"modern";-0,974739806505474;1,59931697192198;-0,520430918934073;0,853903775970944;0,365258247966478;0,634741752033524;0,000616359189352143;0,00165930248243767;0,000648718780408693;0,96499993453544;0,000604103064322675
"light";-0,974739806505474;1,59931697192198;-0,520430918934073;0,853903775970944;0,365258247966478;0,634741752033524;0,000616359189352143;0,00165930248243767;0,000648718780408693;0,96499993453544;0,000604103064322675
"lead";-1,0656303959114;-0,0417426140805737;-0,999233668554407;-0,0391417376632812;0,999010487054708;0,000989512945290491;0,000736664379299571;1,13035733394727e-06;0,000648718780408693;0,637911121263714;0,000263983521655485
"involve";0,0867885545413664;1,66406275217053;0,0520838278127171;0,998642716330708;0,00419617848711416;0,995803821512888;5,70069979410294e-06;0,00209576536945935;0,000756838577143475;0,801630211479026;0,000486352791836021
"institutional";0,267978628664937;-1,03370913081852;0,250944579006377;-0,968001455715492;0,0942942860202281;0,905705713979774;6,2114862511528e-05;0,000924255220791504;0,000864958373878257;0,522150946560669;0,000235823644497094
"ideology";-1,13379833796585;-1,27253730358249;-0,665233284653465;-0,746635571741102;0,551524017984272;0,448475982015728;0,000555951420120711;0,000700335685591516;0,000432479186939129;0,913465603202687;0,000360869027239463
"fundamental";-1,16788230899307;-1,88793464833344;-0,526081314281725;-0,850434271865623;0,372180545438565;0,627819454561435;0,00117975918491424;0,00308296874159621;0,000864958373878257;1,14540966482704;0,00113479364279744
"favela";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"exclusion";-0,0300707746948255;-0,445871001261319;-0,0672899070920805;-0,997733465612705;0,00699706588396109;0,993002934116041;6,84372411636793e-07;0,000150460227955498;0,000756838577143475;0,215092482783352;3,50149673531566e-05
"event";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"essay";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000468609451283107;0,00203265360609792;0,000324359390204346;1,40191779971328;0,000637487355547497
"equity";1,53300693456639;-0,87623576924645;0,868186585588043;-0,496237899202565;0,825837826788563;0,174162173211438;0,00177865410638992;0,000581092427629843;0,000756838577143475;1,00933499516021;0,000771034698582063
"equality";-0,382024684471546;1,15844296448289;-0,313184127462392;0,949692425107003;0,144181591649128;0,855818408350874;9,46758738537685e-05;0,000870574182263965;0,000648718780408693;0,601970370533692;0,000235075139150484
"enable";-0,577065417612161;-0,771290246028908;-0,599067924051507;-0,800698209297747;0,464432891492466;0,535567108507534;0,000252030649089338;0,000450234674595668;0,000756838577143475;0,506643134092159;0,000194270824657701
"employ";0,780682912244828;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977068;0,018545715022931;0,000527162555494489;1,54316624186654e-05;0,000864958373878257;0,471496239512947;0,000192287775002573
"domination";-1,0656303959114;-0,0417426140805738;-0,999233668554407;-0,0391417376632812;0,999010487054709;0,000989512945290494;0,000491109586199714;7,53571555964846e-07;0,000432479186939129;0,637911121263715;0,00017598901443699
"district";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032635;0,995270394933594;0,00472960506640483;0,0052230256237442;3,84503768957385e-05;0,000756838577143475;1,5755329945347;0,00187870359153122
"disparity";0,780682912244828;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977068;0,018545715022931;0,000527162555494489;1,54316624186654e-05;0,000864958373878257;0,471496239512947;0,000192287775002573
"descendant";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"decade";0,00888233505057179;0,257440249882631;0,0344819930100536;0,999405319256434;0,00184075459158644;0,998159245408416;5,97114424969524e-08;5,01598416928769e-05;0,000756838577143475;0,123870474851319;1,16128513114108e-05
"create";-0,10797699418562;-1,85249350354922;-0,0581886190137988;-0,998305606824517;0,0052355701211266;0,994764429878876;8,82400463980213e-06;0,00259726730077245;0,000756838577143475;0,892869197590545;0,000603363372044749
"content";-0,421252978630572;2,04195475854689;-0,202044252550985;0,979376393431613;0,0618528017977122;0,93814719820229;0,000134304087364678;0,0031556984162251;0,000756838577143475;1,01344898890343;0,000777332897801457
"constitute";-0,382024684471546;1,15844296448289;-0,313184127462392;0,949692425107003;0,144181591649128;0,855818408350874;9,46758738537685e-05;0,000870574182263965;0,000648718780408693;0,601970370533692;0,000235075139150484
"composition";0,404314512773828;1,4278802481853;0,272445654553332;0,962171172564948;0,110484931634734;0,889515068365268;0,000141394940200703;0,001763513463646;0,000864958373878257;0,727790533547609;0,000458150339039043
"collect";0,267978628664937;-1,03370913081852;0,250944579006377;-0,968001455715492;0,0942942860202281;0,905705713979774;6,2114862511528e-05;0,000924255220791504;0,000864958373878257;0,522150946560669;0,000235823644497094
"character";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,00067517200176949;0,000393454083717978;0,000648718780408693;0,716067115620074;0,00033263192609306
"bully";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00447687910606646;3,2957465910633e-05;0,000648718780408693;1,5755329945347;0,00161031736416962
"average";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032635;0,995270394933594;0,00472960506640483;0,0052230256237442;3,84503768957385e-05;0,000756838577143475;1,5755329945347;0,00187870359153122
"attention";-1,1240600605295;-1,0967094907965;-0,715761091062604;-0,698345230184091;0,619393522081668;0,380606477918332;0,000956273882337878;0,000910304027508032;0,000756838577143475;0,85456437689122;0,000552704283680436
"articulation";-1,0072007312933;1,01322426263535;-0,704995537247094;0,709211740217039;0,604866431394539;0,395133568605462;0,000767777402078536;0,000776988198156628;0,000756838577143475;0,774862937227878;0,000454415396305104
"victim";1,09541122023252;-1,13657116506052;0,693949052926639;-0,72002410511192;0,589993093617933;0,410006906382069;0,00064867863629111;0,000698342530677387;0,000540598983673911;0,853281478069669;0,000393604325233408
"user";0,384153073791805;-0,607522356133617;0,534445167794437;-0,845203148728858;0,382491446404789;0,617508553595212;7,97781295835721e-05;0,000199526118067976;0,000540598983673911;0,371648210729254;7,46688250287901e-05
"turn";-0,436173779936021;-2,04774505040977;-0,208328499102613;-0,978058912572066;0,0656693318070452;0,934330668192956;0,000102847640990203;0,00226687198155353;0,000540598983673911;1,01839639613098;0,000560672083280666
"trend";0,438687427435361;0,377113395467912;0,758320024126866;0,651882459503421;0,67703774380502;0,322962256194979;0,000104036468261355;7,68810212138273e-05;0,000540598983673911;0,31899754821139;5,50110475537236e-05
"treatment";1,66975559529572;-0,794880958054552;0,902911047041847;-0,429827455067491;0,872382389486996;0,127617610513004;0,00120578819246248;0,00027325580602345;0,000432479186939129;1,06964104577658;0,000494813262757059
"total";1,53300693456639;-0,87623576924645;0,868186585588043;-0,496237899202565;0,825837826788563;0,174162173211438;0,00177865410638992;0,000581092427629843;0,000756838577143475;1,00933499516021;0,000771034698582063
"survival";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032637;0,995270394933594;0,00472960506640484;0,00373073258838871;2,74645549255276e-05;0,000540598983673911;1,5755329945347;0,00134193113680802
"suffer";0,80340555959631;0,276694949604715;0,945496753434183;0,325631523728;0,928879085780143;0,0711209142198554;0,000418722343944379;4,96659715450897e-05;0,000648718780408693;0,498762551456082;0,000161377932361324
"statistical";2,11895468722912;0,152494726665089;0,997420394343284;0,0717813133627988;0,996667868617922;0,00333213138207662;0,00339818172404712;1,76000099064355e-05;0,000756838577143475;1,2699453682979;0,0012205999209892
"short";0,780682912244829;-0,133569946895922;0,985677167579414;-0,168643177486145;0,981454284977069;0,018545715022931;0,000263581277747245;7,71583120933269e-06;0,000432479186939129;0,471496239512947;9,61438875012866e-05
"ses";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032637;0,995270394933594;0,00472960506640484;0,00373073258838871;2,74645549255276e-05;0,000540598983673911;1,5755329945347;0,00134193113680802
"religion";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023311;0,263158052360047;0,736841947639954;0,000624812601710809;0,00271020480813057;0,000432479186939129;1,40191779971328;0,000849983140729996
"relevant";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000937218902566213;0,00406530721219585;0,000648718780408693;1,40191779971328;0,00127497471109499
"relevance";-0,108389770806063;0,527741064262708;-0,201184941264103;0,97955327543149;0,0613392060546627;0,93866079394534;5,08091357569077e-06;0,000120450051209487;0,000432479186939129;0,261853160607183;2,96538340231252e-05
"reduce";1,14994557387607;-0,151935413458992;0,991384263208287;-0,130985658233875;0,988856995919932;0,0111430040800665;0,000714874485283368;1,2479386886666e-05;0,000540598983673911;0,691909252614386;0,000258805499974807
"recognition";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317922;0,279944994682077;0,000800836321942385;0,000482331303285582;0,000648718780408693;0,783428571939928;0,000398157851009948
"recent";-0,427469979174509;0,337913171481614;-0,784492681733786;0,620138075194656;0,712570100426964;0,287429899573036;0,000118540761009053;7,40741559914127e-05;0,000648718780408693;0,302991482363424;5,95548740738145e-05
"reason";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000937218902566213;0,00406530721219585;0,000648718780408693;1,40191779971328;0,00127497471109499
"rate";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032635;0,995270394933594;0,00472960506640483;0,0052230256237442;3,84503768957385e-05;0,000756838577143475;1,5755329945347;0,00187870359153122
"psychosocial";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;1,77138872777358e-05;6,87702480769485e-06;0,000648718780408693;0,110567531599063;7,93070323964304e-06
"provide";-0,5638058632834;-2,12367620752221;-0,256596931526554;-0,966518502011812;0,0984400522806277;0,901559947719374;0,000206212813151307;0,00292572211118775;0,000648718780408693;1,07518269953543;0,000749930481596043
"program";-1,03836321908962;0,450575261720191;-0,91735636470537;0,398066954336264;0,891626208479121;0,108373791520879;0,000582872837473329;0,000109751360403405;0,000540598983673911;0,657955438156257;0,000234028196885821
"presence";-1,0656303959114;-0,0417426140805738;-0,999233668554407;-0,0391417376632812;0,999010487054709;0,000989512945290494;0,000491109586199714;7,53571555964846e-07;0,000432479186939129;0,637911121263715;0,00017598901443699
"popular";0,493221781078917;1,36174914706944;0,340547709238884;0,940227237284768;0,168902765537959;0,831097234462042;0,000131510285074418;0,00100246553116248;0,000540598983673911;0,718062859750953;0,000278740550629104
"percentage";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00447687910606646;3,2957465910633e-05;0,000648718780408693;1,5755329945347;0,00161031736416962
"pedagogical";-1,14743192637673;-1,51869624148287;-0,602823906594118;-0,797874261797313;0,469302987419614;0,530697012580386;0,000711752635781503;0,00124685818677381;0,000540598983673911;1,0021641612395;0,000542941402353156
"offer";0,256135732265346;1,53809875004508;0,164265415140227;0,986416176564846;0,0411906652553852;0,958809334744617;4,25595286040253e-05;0,00153470500479418;0,000648718780408693;0,755108507755792;0,00036989222087913
"numb";0,493221781078917;1,36174914706944;0,340547709238884;0,940227237284768;0,168902765537959;0,831097234462042;0,000131510285074418;0,00100246553116248;0,000540598983673911;0,718062859750953;0,000278740550629104
"nature";-0,5638058632834;-2,12367620752221;-0,256596931526554;-0,966518502011812;0,0984400522806277;0,901559947719374;0,000206212813151307;0,00292572211118775;0,000648718780408693;1,07518269953543;0,000749930481596043
"municipality";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00447687910606646;3,2957465910633e-05;0,000648718780408693;1,5755329945347;0,00161031736416962
"mother";1,35067538692727;-0,984708850835646;0,808052703134544;-0,589110201029448;0,74454692598502;0,255453074014981;0,00059173662045123;0,000314515576034401;0,000324359390204346;0,936577124108066;0,000284520502563261
"metropolitan";2,11895468722912;0,152494726665089;0,997420394343284;0,0717813133627988;0,996667868617922;0,00333213138207662;0,00339818172404712;1,76000099064355e-05;0,000756838577143475;1,2699453682979;0,0012205999209892
"maria";-1,02018510120844;0,778787178920701;-0,79486674308488;0,606784031379893;0,726654034171954;0,273345965828047;0,000337586000884745;0,000196727041858989;0,000324359390204346;0,716067115620074;0,00016631596304653
"lack";-0,616018527357558;-1,47460149717286;-0,385468962824979;-0,922720802138239;0,212817867926532;0,787182132073469;0,000287204214762074;0,00164570732276474;0,000756838577143475;0,798966054080376;0,000483125450211847
"labour";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"implication";-0,518360568580436;-1,30314641452093;-0,36960863923316;-0,929187523487165;0,196862153999527;0,803137846000474;0,000174309230657822;0,0011016481204533;0,000648718780408693;0,69901973761454;0,000316982545296594
"immigrant";-1,14743192637673;-1,51869624148287;-0,602823906594118;-0,797874261797313;0,469302987419614;0,530697012580386;0,000711752635781503;0,00124685818677381;0,000540598983673911;1,0021641612395;0,000542941402353156
"hold";0,80340555959631;0,276694949604715;0,945496753434183;0,325631523728;0,928879085780143;0,0711209142198554;0,000418722343944379;4,96659715450897e-05;0,000648718780408693;0,498762551456082;0,000161377932361324
"historically";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"gap";-0,538112307866764;-0,0679789948849588;-0,992114792672447;-0,125332510389395;0,989803341146758;0,0101966588532408;0,00021915385351323;3,4974598571721e-06;0,000756838577143475;0,323621275492459;7,92642566395893e-05
"gain";-0,436173779936021;-2,04774505040977;-0,208328499102613;-0,978058912572066;0,0656693318070452;0,934330668192956;0,000102847640990203;0,00226687198155353;0,000540598983673911;1,01839639613098;0,000560672083280666
"finally";-0,518360568580436;-1,30314641452093;-0,36960863923316;-0,929187523487165;0,196862153999527;0,803137846000474;0,000174309230657822;0,0011016481204533;0,000648718780408693;0,69901973761454;0,000316982545296594
"express";-0,436173779936021;-2,04774505040977;-0,208328499102613;-0,978058912572066;0,0656693318070452;0,934330668192956;0,000102847640990203;0,00226687198155353;0,000540598983673911;1,01839639613098;0,000560672083280666
"existence";0,439017648731716;-1,52707425878163;0,276298007312814;-0,961072011430449;0,113504906460797;0,886495093539205;0,000145870415319004;0,00176491410345272;0,000756838577143475;0,779674372457125;0,000460076212505663
"evidence";-0,518360568580436;-1,30314641452093;-0,36960863923316;-0,929187523487165;0,196862153999527;0,803137846000474;0,000174309230657822;0,0011016481204533;0,000648718780408693;0,69901973761454;0,000316982545296594
"ethnographic";0,165245142859419;-0,102960835957473;0,848730129665815;-0,52882621625393;0,799612127795541;0,20038787220446;1,77138872777358e-05;6,87702480769485e-06;0,000648718780408693;0,110567531599063;7,93070323964304e-06
"emphasize";-0,472915273877473;-0,48261662151966;-0,699891578703056;-0,714249100846857;0,597989844507674;0,402010155492326;0,000145085213277071;0,000151098802054525;0,000648718780408693;0,365910636507779;8,68573427891846e-05
"emergence";-1,11107569061436;-0,862272407081848;-0,790005626403134;-0,613099592441058;0,720055005317923;0,279944994682077;0,000400418160971193;0,000241165651642791;0,000324359390204346;0,783428571939928;0,000199078925504974
"dynamic";-1,0656303959114;-0,0417426140805738;-0,999233668554407;-0,0391417376632812;0,999010487054709;0,000989512945290494;0,000491109586199714;7,53571555964846e-07;0,000432479186939129;0,637911121263715;0,00017598901443699
"dropout";1,09541122023252;-1,13657116506052;0,693949052926639;-0,72002410511192;0,589993093617933;0,410006906382069;0,00064867863629111;0,000698342530677387;0,000540598983673911;0,853281478069669;0,000393604325233408
"document";-0,538112307866764;-0,0679789948849588;-0,992114792672447;-0,125332510389395;0,989803341146758;0,0101966588532408;0,00021915385351323;3,4974598571721e-06;0,000756838577143475;0,323621275492459;7,92642566395893e-05
"discipline";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,000937218902566213;0,00406530721219585;0,000648718780408693;1,40191779971328;0,00127497471109499
"differential";1,14994557387607;-0,151935413458992;0,991384263208287;-0,130985658233875;0,988856995919932;0,0111430040800665;0,000714874485283368;1,2479386886666e-05;0,000540598983673911;0,691909252614386;0,000258805499974807
"determinant";-0,327105072648909;-0,0784735472067131;-0,972408662888262;-0,233283930736478;0,964179213132852;0,0358207868671466;5,78428633109785e-05;3,32906130998174e-06;0,000540598983673911;0,199318217429149;2,1476782246261e-05
"descriptive";1,39612068163024;-0,164179057834372;0,993156417281588;-0,116791826821914;0,991152200077555;0,00884779992244391;0,00126445212953336;1,74860609999235e-05;0,000648718780408693;0,83905684260509;0,000456708650744355
"demand";-1,20196628002029;-2,5033319930844;-0,432838454199657;-0,901471504023312;0,263158052360047;0,736841947639954;0,00109342205299392;0,00474285841422849;0,000756838577143475;1,40191779971328;0,00148747049627749
"dance";0,256135732265346;1,53809875004508;0,164265415140227;0,986416176564846;0,0411906652553851;0,958809334744617;2,12797643020126e-05;0,000767352502397089;0,000324359390204346;0,755108507755792;0,000184946110439565
"continuity";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"constitution";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000560225942047529;0,00379867555349304;0,000648718780408693;1,28932109165048;0,00107839693634433
"consequence";-0,0300707746948255;-0,445871001261319;-0,0672899070920805;-0,997733465612705;0,00699706588396109;0,993002934116041;6,84372411636793e-07;0,000150460227955498;0,000756838577143475;0,215092482783352;3,50149673531566e-05
"condom";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032637;0,995270394933594;0,00472960506640484;0,00373073258838871;2,74645549255276e-05;0,000540598983673911;1,5755329945347;0,00134193113680802
"coloniality";-0,997462453856956;1,18905207542134;-0,64268525002188;0,766130321423395;0,521565298533734;0,478434701466267;0,000430287099947817;0,000611458466023912;0,000432479186939129;0,826381926439206;0,000295343102322575
"collection";-0,518360568580436;-1,30314641452093;-0,36960863923316;-0,929187523487165;0,196862153999527;0,803137846000474;0,000174309230657822;0,0011016481204533;0,000648718780408693;0,69901973761454;0,000316982545296594
"brasil";-0,92929451180251;2,41984676492325;-0,358503236221123;0,933528483560615;0,185978082291899;0,814021917708104;0,000466854951706274;0,0031655629612442;0,000540598983673911;1,28932109165048;0,000898664113620275
"boy";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00223843955303323;1,64787329553165e-05;0,000324359390204346;1,5755329945347;0,00080515868208481
"assess";2,62699622040106;-0,225397279711271;0,996339346345391;-0,0854862967032636;0,995270394933594;0,00472960506640483;0,00447687910606646;3,2957465910633e-05;0,000648718780408693;1,5755329945347;0,00161031736416962
