"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"653";3;4;4;4;4;4;4;4;4
"654";3;4;4;4;4;4;4;4;4
"655";3;4;4;4;4;4;4;4;4
"656";3;4;4;4;4;4;4;4;4
"657";3;4;4;4;4;4;4;4;4
"658";3;4;4;4;4;4;4;4;4
"659";3;4;4;4;4;4;4;4;4
"660";3;4;4;4;4;4;4;4;4
"661";3;5;6;9;10;13;14;14;14
"662";3;4;4;4;4;4;4;4;4
"663";3;4;4;4;4;4;4;4;4
"664";3;5;6;9;10;13;14;14;14
"665";3;5;6;9;10;13;15;17;17
"666";3;5;6;9;10;13;15;17;17
"667";3;5;6;9;10;13;14;14;14
"668";3;5;6;9;10;13;14;14;14
"669";3;5;6;9;10;13;14;14;14
"670";3;5;6;9;10;13;15;16;18
"671";3;5;6;9;10;13;14;14;14
"672";3;5;6;9;10;13;15;16;18
"673";3;5;6;9;11;11;11;11;11
"674";3;5;6;9;10;13;14;14;14
"675";3;5;6;9;11;11;11;11;11
"676";3;5;6;9;11;11;11;11;11
"677";3;5;7;7;7;7;7;7;7
"678";3;5;6;9;10;13;15;16;18
"679";3;5;6;9;10;13;15;16;18
"680";3;5;7;7;7;7;7;7;7
"681";3;5;7;7;7;7;7;7;7
"682";3;5;6;9;10;13;15;16;18
"683";3;5;7;7;7;7;7;7;7
"684";3;5;6;9;10;13;15;16;18
"685";3;5;6;9;10;13;15;16;18
"686";3;5;6;9;10;13;15;16;18
"687";3;5;6;9;10;13;14;14;14
"688";3;5;6;9;10;13;15;16;18
"689";3;5;6;9;10;13;14;14;14
"690";3;5;6;9;10;13;14;14;14
"691";3;5;6;9;10;13;14;14;14
"692";3;5;6;9;10;13;15;16;18
"693";3;5;6;9;10;13;14;14;14
"694";3;5;6;9;10;13;15;16;18
"695";3;5;7;7;7;7;7;7;7
"696";3;5;6;9;10;13;15;17;17
"697";3;5;6;9;10;13;14;14;14
"698";3;5;6;9;10;13;14;14;14
"699";3;5;6;9;10;13;15;16;18
"700";3;5;6;9;10;13;15;16;18
"701";3;4;4;4;4;4;4;4;4
"702";3;4;4;4;4;4;4;4;4
"703";3;4;4;4;4;4;4;4;4
"704";3;5;6;9;10;13;14;14;14
"705";3;5;7;7;7;7;7;7;7
"706";3;5;6;9;10;13;15;17;17
"707";3;5;6;9;10;13;14;14;14
"708";3;5;6;9;10;13;15;17;17
"709";3;5;7;7;7;7;7;7;7
"710";3;5;6;9;10;13;15;16;18
"711";3;5;6;9;10;13;15;16;18
"712";3;5;6;9;10;13;14;14;14
"713";3;5;6;9;10;13;15;17;17
"714";3;5;6;9;10;13;15;16;18
"715";3;5;6;9;10;13;14;14;14
"716";3;4;4;4;4;4;4;4;4
"717";3;5;6;9;10;13;14;14;14
"718";3;4;4;4;4;4;4;4;4
"719";3;5;6;9;10;13;15;16;18
"720";3;5;6;9;10;13;14;14;14
"721";3;5;6;9;10;13;15;16;18
"722";3;5;6;9;10;13;14;14;14
"723";3;5;6;9;10;13;15;16;18
"724";3;5;6;9;10;12;12;12;12
"725";3;5;6;9;10;12;12;12;12
"726";3;5;6;9;10;12;12;12;12
"727";3;4;4;4;4;4;4;4;4
"728";3;4;4;4;4;4;4;4;4
"729";3;4;4;4;4;4;4;4;4
"730";3;5;6;8;8;8;8;8;8
"731";3;4;4;4;4;4;4;4;4
"732";3;5;6;9;10;13;15;17;17
"733";3;4;4;4;4;4;4;4;4
"734";3;5;6;9;10;13;14;14;14
"735";3;5;7;7;7;7;7;7;7
"736";3;5;6;9;10;13;14;14;14
"737";3;5;6;9;10;13;15;16;18
"738";3;5;6;9;10;13;15;17;17
"739";3;5;7;7;7;7;7;7;7
"740";3;5;6;9;10;13;14;14;14
"741";3;4;4;4;4;4;4;4;4
"742";3;4;4;4;4;4;4;4;4
"743";3;4;4;4;4;4;4;4;4
"744";3;4;4;4;4;4;4;4;4
"745";3;4;4;4;4;4;4;4;4
"746";3;4;4;4;4;4;4;4;4
"747";3;4;4;4;4;4;4;4;4
"748";3;4;4;4;4;4;4;4;4
"749";3;4;4;4;4;4;4;4;4
"750";3;5;7;7;7;7;7;7;7
"751";3;5;6;9;10;13;14;14;14
"752";3;4;4;4;4;4;4;4;4
"753";3;5;7;7;7;7;7;7;7
"754";3;5;6;9;10;13;15;16;18
"755";3;5;6;9;10;13;14;14;14
"756";3;5;7;7;7;7;7;7;7
"757";3;5;6;9;10;13;15;16;18
"758";3;5;6;9;10;13;14;14;14
"759";3;5;6;9;10;13;15;16;18
"760";3;5;6;9;11;11;11;11;11
"761";3;5;6;9;10;13;15;16;18
"762";3;5;6;9;11;11;11;11;11
"763";3;5;6;9;10;13;14;14;14
"764";3;4;4;4;4;4;4;4;4
"765";3;4;4;4;4;4;4;4;4
"766";3;5;6;9;10;13;14;14;14
"767";3;4;4;4;4;4;4;4;4
"768";3;4;4;4;4;4;4;4;4
"769";3;4;4;4;4;4;4;4;4
"770";3;5;6;9;10;13;14;14;14
"771";3;5;6;9;10;12;12;12;12
"772";3;5;6;9;10;12;12;12;12
"773";3;5;6;9;10;12;12;12;12
"774";3;4;4;4;4;4;4;4;4
"775";3;4;4;4;4;4;4;4;4
"776";3;4;4;4;4;4;4;4;4
"777";3;4;4;4;4;4;4;4;4
"778";3;5;6;9;10;12;12;12;12
"779";3;5;6;9;10;13;15;16;18
"780";3;4;4;4;4;4;4;4;4
"781";3;5;6;9;10;12;12;12;12
"782";3;5;6;9;10;13;15;17;17
"783";3;4;4;4;4;4;4;4;4
"784";3;5;6;9;10;13;14;14;14
"785";3;4;4;4;4;4;4;4;4
"786";3;5;6;9;10;13;14;14;14
"787";3;5;6;9;10;13;15;16;18
"788";3;4;4;4;4;4;4;4;4
"789";3;4;4;4;4;4;4;4;4
"790";3;4;4;4;4;4;4;4;4
"791";3;5;6;9;10;13;15;16;18
"792";3;5;6;9;10;13;15;17;17
"793";3;5;6;9;10;13;15;16;18
"794";3;5;6;9;10;13;14;14;14
"795";3;5;7;7;7;7;7;7;7
"796";3;5;6;9;10;13;15;17;17
"797";3;4;4;4;4;4;4;4;4
"798";3;5;6;9;10;13;14;14;14
"799";3;5;6;9;10;13;14;14;14
"800";3;5;6;9;10;13;15;16;18
"801";3;5;6;9;10;13;14;14;14
"802";3;5;6;9;10;13;14;14;14
"803";3;4;4;4;4;4;4;4;4
"804";3;5;6;9;10;13;14;14;14
"805";3;5;6;9;10;13;15;16;18
"806";3;5;6;9;10;13;14;14;14
"807";3;5;6;9;10;13;14;14;14
"808";3;5;6;9;10;12;12;12;12
"809";3;5;6;9;10;13;14;14;14
"810";3;5;6;9;10;13;14;14;14
"811";3;5;7;7;7;7;7;7;7
"812";3;4;4;4;4;4;4;4;4
"813";3;4;4;4;4;4;4;4;4
"814";0;0;0;0;0;0;0;0;0
"815";3;5;6;9;10;13;14;14;14
"816";3;4;4;4;4;4;4;4;4
"817";3;4;4;4;4;4;4;4;4
"818";3;4;4;4;4;4;4;4;4
"819";3;4;4;4;4;4;4;4;4
"820";3;4;4;4;4;4;4;4;4
"821";3;4;4;4;4;4;4;4;4
"822";3;4;4;4;4;4;4;4;4
"823";3;4;4;4;4;4;4;4;4
"824";3;5;6;9;10;13;15;16;18
"825";3;5;6;9;10;13;15;16;18
"826";3;4;4;4;4;4;4;4;4
"827";3;4;4;4;4;4;4;4;4
"828";3;4;4;4;4;4;4;4;4
"829";3;4;4;4;4;4;4;4;4
"830";3;4;4;4;4;4;4;4;4
"831";3;4;4;4;4;4;4;4;4
"832";3;4;4;4;4;4;4;4;4
"833";3;4;4;4;4;4;4;4;4
"834";3;4;4;4;4;4;4;4;4
"835";3;4;4;4;4;4;4;4;4
"836";3;5;6;9;10;13;15;16;18
"837";3;5;6;9;10;13;15;16;18
"838";3;4;4;4;4;4;4;4;4
"839";3;5;7;7;7;7;7;7;7
"840";3;5;6;9;10;13;14;14;14
"841";3;5;6;9;10;13;14;14;14
"842";3;5;6;9;10;13;14;14;14
"843";3;5;6;9;10;13;14;14;14
"844";3;5;6;9;10;13;14;14;14
"845";3;5;6;9;10;13;15;16;18
"846";3;5;6;9;10;13;14;14;14
"847";3;5;6;9;10;13;14;14;14
"848";3;5;6;9;10;13;15;16;18
"849";3;5;6;9;10;13;15;16;18
"850";3;5;6;9;10;13;15;16;18
"851";3;5;6;9;10;13;14;14;14
"852";3;5;6;9;10;13;15;16;18
"853";3;5;6;9;10;13;15;16;18
"854";3;4;4;4;4;4;4;4;4
"855";3;5;6;9;10;13;15;16;18
"856";3;5;6;9;10;13;15;16;18
"857";3;5;6;9;10;13;14;14;14
"858";3;5;6;9;10;13;15;16;18
"859";3;5;6;9;10;13;15;16;18
"860";3;5;6;9;10;13;15;16;18
"861";3;5;6;9;10;13;14;14;14
"862";3;4;4;4;4;4;4;4;4
"863";3;4;4;4;4;4;4;4;4
"864";3;4;4;4;4;4;4;4;4
"865";3;5;6;9;10;13;15;16;18
"866";3;5;6;9;10;13;15;16;18
"867";3;5;6;9;10;13;15;16;18
"868";3;5;6;9;10;13;15;16;18
"869";3;5;6;9;10;13;14;14;14
"870";3;5;6;9;10;13;15;16;18
"871";3;5;6;9;10;13;14;14;14
"872";3;4;4;4;4;4;4;4;4
"873";3;5;6;9;10;13;15;17;17
"874";3;5;7;7;7;7;7;7;7
"875";3;5;6;9;10;13;15;16;18
"876";3;5;6;9;10;13;15;16;18
"877";3;5;7;7;7;7;7;7;7
"878";3;5;6;9;10;13;14;14;14
"879";3;5;6;9;10;13;15;17;17
"880";3;5;7;7;7;7;7;7;7
"881";3;5;6;9;10;13;15;16;18
"882";3;5;6;9;10;13;15;16;18
"883";3;5;6;9;10;13;15;16;18
